id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb
1708,W4,3264,WIZZ AIR MALTA,2026-07-08T16:45:00,2026-07-08T16:45:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,1,361-363,D,ON TIME,בזמן
1709,6H,250,ISRAIR AIRLINES,2026-07-08T16:45:00,2026-07-08T16:45:00,A,SZG,SALZBURG,זלצבורג,SALZBURG,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1710,EY,597,ETIHAD AIRWAYS,2026-07-08T16:50:00,2026-07-08T16:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1711,IZ,821,ARKIA  ISRAELI  AIRLINES,2026-07-08T16:50:00,2026-07-08T16:50:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
1712,LY,9605,EL AL ISRAEL AIRLINES,2026-07-08T16:50:00,2026-07-08T16:50:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1713,AM,7865,AERO MEXICO,2026-07-08T16:55:00,2026-07-08T16:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1714,DL,7432,DELTA AIRLINES,2026-07-08T16:55:00,2026-07-08T16:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1715,LY,011,EL AL ISRAEL AIRLINES,2026-07-08T16:55:00,2026-07-08T16:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1716,LY,375,EL AL ISRAEL AIRLINES,2026-07-08T16:55:00,2026-07-08T16:55:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,78-99,D,ON TIME,בזמן
1717,TP,8920,AIR PORTUGAL,2026-07-08T16:55:00,2026-07-08T16:55:00,D,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,78-99,D,ON TIME,בזמן
1718,6H,756,ISRAIR AIRLINES,2026-07-08T16:55:00,2026-07-08T16:55:00,A,LJU,LJUBLJANA,לובליאנה,LJUBLJANA,סלובניה,SLOVENIA,3,,,NOT FINAL,לא סופי
1719,AM,7877,AERO MEXICO,2026-07-08T17:00:00,2026-07-08T17:00:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
1720,IZ,322,ARKIA  ISRAELI  AIRLINES,2026-07-08T17:00:00,2026-07-08T17:00:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,NOT FINAL,לא סופי
1721,LY,317,EL AL ISRAEL AIRLINES,2026-07-08T17:00:00,2026-07-08T17:00:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
1722,LY,5414,EL AL ISRAEL AIRLINES,2026-07-08T17:00:00,2026-07-08T17:00:00,A,BSL,BASEL,באזל,BASEL,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1723,U8,156,TUS AIRWAYS,2026-07-08T17:00:00,2026-07-08T17:00:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,25-28,A,ON TIME,בזמן
1724,VS,7495,VIRGIN ATLANTIC AIRWAYS,2026-07-08T17:00:00,2026-07-08T17:00:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,ON TIME,בזמן
1725,AF,7071,AIR FRANCE,2026-07-08T17:10:00,2026-07-08T17:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
1726,AM,7853,AERO MEXICO,2026-07-08T17:10:00,2026-07-08T17:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
1727,AM,7856,AERO MEXICO,2026-07-08T17:10:00,2026-07-08T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1728,A3,454,AEGEAN  AIRLINES,2026-07-08T17:10:00,2026-07-08T17:10:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1729,DL,7431,DELTA AIRLINES,2026-07-08T17:10:00,2026-07-08T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1730,FB,574,BULGARIA  AIR,2026-07-08T17:10:00,2026-07-08T17:10:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,216-218,G,ON TIME,בזמן
1731,IZ,283,ARKIA  ISRAELI  AIRLINES,2026-07-08T17:10:00,2026-07-08T17:10:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,G1-G14,G,ON TIME,בזמן
1732,LY,008,EL AL ISRAEL AIRLINES,2026-07-08T17:10:00,2026-07-08T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1733,LY,325,EL AL ISRAEL AIRLINES,2026-07-08T17:10:00,2026-07-08T17:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
1734,AM,7866,AERO MEXICO,2026-07-08T17:15:00,2026-07-08T17:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1735,AR,7855,AEROLINEAS ARGENTINAS S.A.,2026-07-08T17:15:00,2026-07-08T17:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1736,IB,7716,IBERIA,2026-07-08T17:15:00,2026-07-08T17:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1737,LY,397,EL AL ISRAEL AIRLINES,2026-07-08T17:15:00,2026-07-08T17:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1738,LY,545,EL AL ISRAEL AIRLINES,2026-07-08T17:15:00,2026-07-08T17:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
1739,BZ,704,BLUE BIRD AIRWAYS,2026-07-08T17:20:00,2026-07-08T17:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,49-55,B,ON TIME,בזמן
1740,LY,286,EL AL ISRAEL AIRLINES,2026-07-08T17:20:00,2026-07-08T17:20:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1741,SK,3172,SAS,2026-07-08T17:20:00,2026-07-08T17:20:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1742,TP,8899,AIR PORTUGAL,2026-07-08T17:20:00,2026-07-08T17:20:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1743,IZ,442,ARKIA  ISRAELI  AIRLINES,2026-07-08T17:25:00,2026-07-08T17:25:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1744,BT,6678,AIR BALTIC,2026-07-08T17:30:00,2026-07-08T17:30:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1745,KL,2472,K.L.M.,2026-07-08T17:30:00,2026-07-08T17:30:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1746,LY,338,EL AL ISRAEL AIRLINES,2026-07-08T17:30:00,2026-07-08T17:30:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1747,LY,363,EL AL ISRAEL AIRLINES,2026-07-08T17:30:00,2026-07-08T17:30:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,78-99,D,ON TIME,בזמן
1748,SK,3150,SAS,2026-07-08T17:30:00,2026-07-08T17:30:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1749,U8,234,TUS AIRWAYS,2026-07-08T17:30:00,2026-07-08T17:30:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,22-25,A,ON TIME,בזמן
1750,IB,7710,IBERIA,2026-07-08T17:45:00,2026-07-08T17:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1751,LY,391,EL AL ISRAEL AIRLINES,2026-07-08T17:45:00,2026-07-08T17:45:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
1752,6H,507,ISRAIR AIRLINES,2026-07-08T17:45:00,2026-07-08T17:45:00,D,JTR,SANTORINI,סנטוריני,SANTORINI,יוון,GREECE,3,201-209,G,ON TIME,בזמן
1753,6H,724,ISRAIR AIRLINES,2026-07-08T17:45:00,2026-07-08T17:45:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1754,EK,2471,EMIRATES,2026-07-08T17:50:00,2026-07-08T17:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1755,FZ,1126,FLYDUBAI,2026-07-08T17:50:00,2026-07-08T17:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1756,IZ,154,ARKIA  ISRAELI  AIRLINES,2026-07-08T17:50:00,2026-07-08T17:50:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1757,LY,2523,EL AL ISRAEL AIRLINES,2026-07-08T17:55:00,2026-07-08T17:55:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,ON TIME,בזמן
1758,W6,2327,WIZZAIR,2026-07-08T17:55:00,2026-07-08T17:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1759,AR,7859,AEROLINEAS ARGENTINAS S.A.,2026-07-08T18:00:00,2026-07-08T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1760,LY,289,EL AL ISRAEL AIRLINES,2026-07-08T18:00:00,2026-07-08T18:00:00,D,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1761,LY,383,EL AL ISRAEL AIRLINES,2026-07-08T18:00:00,2026-07-08T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1762,SK,3169,SAS,2026-07-08T18:00:00,2026-07-08T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1763,TP,8900,AIR PORTUGAL,2026-07-08T18:00:00,2026-07-08T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1764,W4,6403,WIZZ AIR MALTA,2026-07-08T18:00:00,2026-07-08T18:00:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1765,6H,336,ISRAIR AIRLINES,2026-07-08T18:00:00,2026-07-08T18:00:00,A,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1766,6H,565,ISRAIR AIRLINES,2026-07-08T18:00:00,2026-07-08T18:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,201-209,G,ON TIME,בזמן
1767,AF,6175,AIR FRANCE,2026-07-08T18:05:00,2026-07-08T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1768,AM,7855,AERO MEXICO,2026-07-08T18:05:00,2026-07-08T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1769,LY,222,EL AL ISRAEL AIRLINES,2026-07-08T18:05:00,2026-07-08T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1770,SK,3196,SAS,2026-07-08T18:05:00,2026-07-08T18:05:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1771,A3,455,AEGEAN  AIRLINES,2026-07-08T18:10:00,2026-07-08T18:10:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,42-48,B,ON TIME,בזמן
1772,BZ,693,BLUE BIRD AIRWAYS,2026-07-08T18:10:00,2026-07-08T18:10:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
1773,IZ,482,ARKIA  ISRAELI  AIRLINES,2026-07-08T18:10:00,2026-07-08T18:10:00,A,CGN,COLOGNE-BONN,קלן,COLOGNE,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1774,EK,2450,EMIRATES,2026-07-08T18:15:00,2026-07-08T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1775,FZ,1625,FLYDUBAI,2026-07-08T18:15:00,2026-07-08T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1776,LO,5251,LOT POLISH AIRLINES,2026-07-08T18:15:00,2026-07-08T18:15:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
1777,LY,5119,EL AL ISRAEL AIRLINES,2026-07-08T18:15:00,2026-07-08T18:15:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
1778,IZ,1166,ARKIA  ISRAELI  AIRLINES,2026-07-08T18:20:00,2026-07-08T18:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1779,LY,019,EL AL ISRAEL AIRLINES,2026-07-08T18:20:00,2026-07-08T18:20:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1780,IZ,074,ARKIA  ISRAELI  AIRLINES,2026-07-08T18:25:00,2026-07-08T18:25:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
1781,LY,5032,EL AL ISRAEL AIRLINES,2026-07-08T18:25:00,2026-07-08T18:25:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
1782,LY,387,EL AL ISRAEL AIRLINES,2026-07-08T18:30:00,2026-07-08T18:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1783,LY,571,EL AL ISRAEL AIRLINES,2026-07-08T18:30:00,2026-07-08T18:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
1784,RO,9100,TAROM - ROMANIAN AIR TRANSPORT,2026-07-08T18:30:00,2026-07-08T18:30:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
1785,TP,8912,AIR PORTUGAL,2026-07-08T18:30:00,2026-07-08T18:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
1786,BZ,757,BLUE BIRD AIRWAYS,2026-07-08T18:35:00,2026-07-08T18:35:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1787,LY,5064,EL AL ISRAEL AIRLINES,2026-07-08T18:45:00,2026-07-08T18:45:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1788,LY,5468,EL AL ISRAEL AIRLINES,2026-07-08T18:45:00,2026-07-08T18:45:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
1789,IZ,1223,ARKIA  ISRAELI  AIRLINES,2026-07-08T18:50:00,2026-07-08T18:50:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,ON TIME,בזמן
1790,W6,2328,WIZZAIR,2026-07-08T18:50:00,2026-07-08T18:50:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,1,361-365,D,ON TIME,בזמן
1791,6H,596,ISRAIR AIRLINES,2026-07-08T18:50:00,2026-07-08T18:50:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1792,W4,6404,WIZZ AIR MALTA,2026-07-08T18:55:00,2026-07-08T18:55:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,1,361-365,D,ON TIME,בזמן
1793,A3,926,AEGEAN  AIRLINES,2026-07-08T19:00:00,2026-07-08T19:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1794,EK,4976,EMIRATES,2026-07-08T19:00:00,2026-07-08T19:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1795,JU,7620,AIR SERBIA,2026-07-08T19:00:00,2026-07-08T19:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1796,6H,764,ISRAIR AIRLINES,2026-07-08T19:00:00,2026-07-08T19:00:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
1797,IZ,411,ARKIA  ISRAELI  AIRLINES,2026-07-08T19:05:00,2026-07-08T19:05:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,1,332-337,B,ON TIME,בזמן
1798,BZ,564,BLUE BIRD AIRWAYS,2026-07-08T19:10:00,2026-07-08T19:10:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,49-55,B,ON TIME,בזמן
1799,6H,585,ISRAIR AIRLINES,2026-07-08T19:10:00,2026-07-08T19:10:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,201-209,G,ON TIME,בזמן
1800,WZ,4311,RED WINGS AIRLINES,2026-07-08T19:15:00,2026-07-08T19:15:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
1801,6H,167,ISRAIR AIRLINES,2026-07-08T19:15:00,2026-07-08T19:15:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,201-209,G,ON TIME,בזמן
1802,IZ,822,ARKIA  ISRAELI  AIRLINES,2026-07-08T19:20:00,2026-07-08T19:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
1803,EK,2451,EMIRATES,2026-07-08T19:25:00,2026-07-08T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1804,FZ,1626,FLYDUBAI,2026-07-08T19:25:00,2026-07-08T19:25:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1805,A4,3025,AZIMUTH AIRLINES,2026-07-08T19:30:00,2026-07-08T19:30:00,A,KRR,KRASNODAR,קראסנודר,KRASNODAR,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
1806,EK,2345,EMIRATES,2026-07-08T19:30:00,2026-07-08T19:30:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1807,FZ,1807,FLYDUBAI,2026-07-08T19:30:00,2026-07-08T19:30:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
1808,LY,543,EL AL ISRAEL AIRLINES,2026-07-08T19:30:00,2026-07-08T19:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
1809,BZ,758,BLUE BIRD AIRWAYS,2026-07-08T19:35:00,2026-07-08T19:35:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,49-55,B,ON TIME,בזמן
1810,LY,2367,EL AL ISRAEL AIRLINES,2026-07-08T19:40:00,2026-07-08T19:40:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
1811,6H,891,ISRAIR AIRLINES,2026-07-08T19:40:00,2026-07-08T19:40:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,304-307,A,ON TIME,בזמן
1812,LY,091,EL AL ISRAEL AIRLINES,2026-07-08T19:45:00,2026-07-08T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,78-99,D,ON TIME,בזמן
1813,QF,5014,QANTAS AIRWAYS,2026-07-08T19:45:00,2026-07-08T19:45:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,78-99,D,ON TIME,בזמן
1814,A3,927,AEGEAN  AIRLINES,2026-07-08T19:55:00,2026-07-08T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,42-48,B,ON TIME,בזמן
1815,EK,4978,EMIRATES,2026-07-08T19:55:00,2026-07-08T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,42-48,B,ON TIME,בזמן
1816,IZ,1368,ARKIA  ISRAELI  AIRLINES,2026-07-08T19:55:00,2026-07-08T19:55:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
1817,IZ,169,ARKIA  ISRAELI  AIRLINES,2026-07-08T19:55:00,2026-07-08T19:55:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,332-337,B,ON TIME,בזמן
1818,JU,7614,AIR SERBIA,2026-07-08T19:55:00,2026-07-08T19:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,42-48,B,ON TIME,בזמן
1819,6H,715,ISRAIR AIRLINES,2026-07-08T20:00:00,2026-07-08T20:00:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,201-209,G,ON TIME,בזמן
1820,EY,598,ETIHAD AIRWAYS,2026-07-08T20:10:00,2026-07-08T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-19,A,ON TIME,בזמן
1821,IZ,094,ARKIA  ISRAELI  AIRLINES,2026-07-08T20:10:00,2026-07-08T20:10:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
1822,LY,9607,EL AL ISRAEL AIRLINES,2026-07-08T20:10:00,2026-07-08T20:10:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-19,A,ON TIME,בזמן
1823,U8,157,TUS AIRWAYS,2026-07-08T20:10:00,2026-07-08T20:10:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1824,WZ,4312,RED WINGS AIRLINES,2026-07-08T20:15:00,2026-07-08T20:15:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,22-24,A,ON TIME,בזמן
1825,IZ,827,ARKIA  ISRAELI  AIRLINES,2026-07-08T20:20:00,2026-07-08T20:20:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
1826,LY,5133,EL AL ISRAEL AIRLINES,2026-07-08T20:30:00,2026-07-08T20:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1,308-315,A,ON TIME,בזמן
1827,LY,5406,EL AL ISRAEL AIRLINES,2026-07-08T20:30:00,2026-07-08T20:30:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
1828,6H,536,ISRAIR AIRLINES,2026-07-08T20:30:00,2026-07-08T20:30:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,NOT FINAL,לא סופי
1829,LY,088,EL AL ISRAEL AIRLINES,2026-07-08T20:35:00,2026-07-08T20:35:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1830,TG,4582,THAI AIRWAYS,2026-07-08T20:35:00,2026-07-08T20:35:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1831,6H,516,ISRAIR AIRLINES,2026-07-08T20:35:00,2026-07-08T20:35:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
1832,A4,5026,AZIMUTH AIRLINES,2026-07-08T20:45:00,2026-07-08T20:45:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,25-27,A,ON TIME,בזמן
1833,EK,2346,EMIRATES,2026-07-08T20:45:00,2026-07-08T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1834,FZ,1808,FLYDUBAI,2026-07-08T20:45:00,2026-07-08T20:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,34-39,B,ON TIME,בזמן
1835,LY,5137,EL AL ISRAEL AIRLINES,2026-07-08T20:45:00,2026-07-08T20:45:00,D,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,1,308-315,A,ON TIME,בזמן
