id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,avg_flight_hours_estimate
1505,IZ,742,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:45:00,2026-07-13T21:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1506,IZ,1161,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:50:00,2026-07-13T21:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,1.0,332-335,B,ON TIME,בזמן,1.0
1507,LY,5112,EL AL ISRAEL AIRLINES,2026-07-13T21:50:00,2026-07-13T21:50:00,A,NAP,NAPLES-CAPODICHINO,נאפולי,NAPLES,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1508,IZ,054,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:55:00,2026-07-13T21:55:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1509,IZ,214,ARKIA  ISRAELI  AIRLINES,2026-07-13T21:55:00,2026-07-13T21:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1510,W4,6050,WIZZ AIR MALTA,2026-07-13T21:55:00,2026-07-13T21:55:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,1.0,361-363,D,ON TIME,בזמן,3.75
1511,DL,7448,DELTA AIRLINES,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1512,LY,316,EL AL ISRAEL AIRLINES,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1513,SK,3176,SAS,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1514,VS,7494,VIRGIN ATLANTIC AIRWAYS,2026-07-13T22:00:00,2026-07-13T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1515,BZ,317,BLUE BIRD AIRWAYS,2026-07-13T22:10:00,2026-07-13T22:10:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,3.5
1516,J2,321,AZERBAIJAN AIRLINES,2026-07-13T22:15:00,2026-07-13T22:15:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,2.75
1517,LY,9956,EL AL ISRAEL AIRLINES,2026-07-13T22:15:00,2026-07-13T22:15:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,2.75
1518,U8,461,TUS AIRWAYS,2026-07-13T22:15:00,2026-07-13T22:15:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
1519,LY,081,EL AL ISRAEL AIRLINES,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1520,QF,5020,QANTAS AIRWAYS,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1521,TG,4584,THAI AIRWAYS,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1522,VN,3298,VIETNAM AIRLINES,2026-07-13T22:20:00,2026-07-13T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1523,BZ,155,BLUE BIRD AIRWAYS,2026-07-13T22:25:00,2026-07-13T22:25:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1524,H7,457,HISKY,2026-07-13T22:25:00,2026-07-13T22:25:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,,,NOT FINAL,לא סופי,2.25
1525,BZ,703,BLUE BIRD AIRWAYS,2026-07-13T22:30:00,2026-07-13T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1526,GQ,720,SKY EXPRESS S.A.,2026-07-13T22:30:00,2026-07-13T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1527,6H,358,ISRAIR AIRLINES,2026-07-13T22:40:00,2026-07-13T22:40:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1528,EK,2168,EMIRATES,2026-07-13T22:50:00,2026-07-13T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,3.25
1529,FZ,1054,FLYDUBAI,2026-07-13T22:50:00,2026-07-13T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,34-37,B,ON TIME,בזמן,3.25
1530,IZ,828,ARKIA  ISRAELI  AIRLINES,2026-07-13T22:50:00,2026-07-13T22:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,1.0
1531,AF,7074,AIR FRANCE,2026-07-13T22:55:00,2026-07-13T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1532,AM,7890,AERO MEXICO,2026-07-13T22:55:00,2026-07-13T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1533,LY,084,EL AL ISRAEL AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
1534,LY,328,EL AL ISRAEL AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1535,LY,546,EL AL ISRAEL AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1536,QF,5019,QANTAS AIRWAYS,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
1537,TG,4585,THAI AIRWAYS,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
1538,VN,3295,VIETNAM AIRLINES,2026-07-13T22:55:00,2026-07-13T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,9.5
1539,BZ,441,BLUE BIRD AIRWAYS,2026-07-13T23:00:00,2026-07-13T23:00:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,3.0
1540,ET,414,ETHIOPIAN AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
1541,IZ,388,ARKIA  ISRAELI  AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,3.0,,,NOT FINAL,לא סופי,2.75
1542,LY,5134,EL AL ISRAEL AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
1543,LY,8806,EL AL ISRAEL AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,4.5
1544,WZ,015,RED WINGS AIRLINES,2026-07-13T23:00:00,2026-07-13T23:00:00,A,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,,,NOT FINAL,לא סופי,4.0
1545,EY,599,ETIHAD AIRWAYS,2026-07-13T23:05:00,2026-07-13T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1546,LY,9611,EL AL ISRAEL AIRLINES,2026-07-13T23:05:00,2026-07-13T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,3.25
1547,BZ,751,BLUE BIRD AIRWAYS,2026-07-13T23:10:00,2026-07-13T23:10:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1548,6H,346,ISRAIR AIRLINES,2026-07-13T23:10:00,2026-07-13T23:10:00,A,NAP,NAPLES-CAPODICHINO,נאפולי,NAPLES,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1549,6H,584,ISRAIR AIRLINES,2026-07-13T23:10:00,2026-07-13T23:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
1550,J2,322,AZERBAIJAN AIRLINES,2026-07-13T23:15:00,2026-07-13T23:15:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,42-46,B,ON TIME,בזמן,2.75
1551,LH,690,LUFTHANSA,2026-07-13T23:15:00,2026-07-13T23:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
1552,LY,9955,EL AL ISRAEL AIRLINES,2026-07-13T23:15:00,2026-07-13T23:15:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,42-46,B,ON TIME,בזמן,2.75
1553,LY,9490,EL AL ISRAEL AIRLINES,2026-07-13T23:20:00,2026-07-13T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
1554,RO,155,TAROM - ROMANIAN AIR TRANSPORT,2026-07-13T23:20:00,2026-07-13T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
1555,BZ,251,BLUE BIRD AIRWAYS,2026-07-13T23:30:00,2026-07-13T23:30:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,5.0
1556,GQ,721,SKY EXPRESS S.A.,2026-07-13T23:30:00,2026-07-13T23:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,38-41,B,ON TIME,בזמן,1.75
1557,H7,458,HISKY,2026-07-13T23:40:00,2026-07-13T23:40:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדובה,MOLDOVA,3.0,24-27,A,ON TIME,בזמן,2.25
1558,6H,724,ISRAIR AIRLINES,2026-07-13T23:40:00,2026-07-13T23:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,3.0
1559,IZ,912,ARKIA  ISRAELI  AIRLINES,2026-07-13T23:55:00,2026-07-13T23:55:00,A,STN,LONDON -STANSTED,לונדון,STANSTED,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1560,6H,886,ISRAIR AIRLINES,2026-07-14T00:00:00,2026-07-14T00:00:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,2.75
1561,IZ,991,ARKIA  ISRAELI  AIRLINES,2026-07-14T00:05:00,2026-07-14T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,47-55,B,ON TIME,בזמן,11.5
1562,6H,116,ISRAIR AIRLINES,2026-07-14T00:05:00,2026-07-14T00:05:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,5.0
1563,6H,164,ISRAIR AIRLINES,2026-07-14T00:05:00,2026-07-14T00:05:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
1564,AF,6170,AIR FRANCE,2026-07-14T00:10:00,2026-07-14T00:10:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1565,LY,322,EL AL ISRAEL AIRLINES,2026-07-14T00:10:00,2026-07-14T00:10:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,4.5
1566,AR,7851,AEROLINEAS ARGENTINAS S.A.,2026-07-14T00:15:00,2026-07-14T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1567,DL,7437,DELTA AIRLINES,2026-07-14T00:15:00,2026-07-14T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1568,LY,017,EL AL ISRAEL AIRLINES,2026-07-14T00:15:00,2026-07-14T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1569,WZ,016,RED WINGS AIRLINES,2026-07-14T00:15:00,2026-07-14T00:15:00,D,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,20-23,A,ON TIME,בזמן,4.0
1570,IZ,592,ARKIA  ISRAELI  AIRLINES,2026-07-14T00:20:00,2026-07-14T00:20:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,CANCELED,מבוטלת,9.5
1571,LY,9491,EL AL ISRAEL AIRLINES,2026-07-14T00:20:00,2026-07-14T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,8-10,A,ON TIME,בזמן,2.5
1572,RO,156,TAROM - ROMANIAN AIR TRANSPORT,2026-07-14T00:20:00,2026-07-14T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,8-10,A,ON TIME,בזמן,2.5
1573,BZ,261,BLUE BIRD AIRWAYS,2026-07-14T00:25:00,2026-07-14T00:25:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
1574,DL,7443,DELTA AIRLINES,2026-07-14T00:30:00,2026-07-14T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1575,IZ,514,ARKIA  ISRAELI  AIRLINES,2026-07-14T00:30:00,2026-07-14T00:30:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,,,NOT FINAL,לא סופי,4.75
1576,LY,027,EL AL ISRAEL AIRLINES,2026-07-14T00:30:00,2026-07-14T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1577,BT,6682,AIR BALTIC,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1578,LY,248,EL AL ISRAEL AIRLINES,2026-07-14T00:40:00,2026-07-14T00:40:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,4.25
1579,LY,282,EL AL ISRAEL AIRLINES,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1580,SK,3164,SAS,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1581,TP,8911,AIR PORTUGAL,2026-07-14T00:40:00,2026-07-14T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1582,LY,352,EL AL ISRAEL AIRLINES,2026-07-14T00:45:00,2026-07-14T00:45:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
1583,LY,544,EL AL ISRAEL AIRLINES,2026-07-14T00:50:00,2026-07-14T00:50:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1584,LY,572,EL AL ISRAEL AIRLINES,2026-07-14T00:50:00,2026-07-14T00:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
1585,RO,9101,TAROM - ROMANIAN AIR TRANSPORT,2026-07-14T00:50:00,2026-07-14T00:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,2.5
1586,EY,600,ETIHAD AIRWAYS,2026-07-14T00:55:00,2026-07-14T00:55:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-18,A,ON TIME,בזמן,3.25
1587,LY,083,EL AL ISRAEL AIRLINES,2026-07-14T00:55:00,2026-07-14T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1588,LY,9612,EL AL ISRAEL AIRLINES,2026-07-14T00:55:00,2026-07-14T00:55:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,12-18,A,ON TIME,בזמן,3.25
1589,QF,5018,QANTAS AIRWAYS,2026-07-14T00:55:00,2026-07-14T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1590,TG,4586,THAI AIRWAYS,2026-07-14T00:55:00,2026-07-14T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1591,VN,3294,VIETNAM AIRLINES,2026-07-14T00:55:00,2026-07-14T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,9.5
1592,AM,7869,AERO MEXICO,2026-07-14T01:00:00,2026-07-14T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1593,DL,7424,DELTA AIRLINES,2026-07-14T01:00:00,2026-07-14T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1594,ET,405,ETHIOPIAN AIRLINES,2026-07-14T01:00:00,2026-07-14T01:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,2-6,A,ON TIME,בזמן,4.5
1595,IZ,162,ARKIA  ISRAELI  AIRLINES,2026-07-14T01:00:00,2026-07-14T01:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
1596,IZ,364,ARKIA  ISRAELI  AIRLINES,2026-07-14T01:00:00,2026-07-14T01:00:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,2.0
1597,LY,001,EL AL ISRAEL AIRLINES,2026-07-14T01:00:00,2026-07-14T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1598,LY,8807,EL AL ISRAEL AIRLINES,2026-07-14T01:00:00,2026-07-14T01:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,2-6,A,ON TIME,בזמן,4.5
1599,AM,7875,AERO MEXICO,2026-07-14T01:05:00,2026-07-14T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1600,DL,7428,DELTA AIRLINES,2026-07-14T01:05:00,2026-07-14T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1601,LY,005,EL AL ISRAEL AIRLINES,2026-07-14T01:05:00,2026-07-14T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,11.5
1602,LY,5138,EL AL ISRAEL AIRLINES,2026-07-14T01:05:00,2026-07-14T01:05:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,1.0
1603,IZ,2540,ARKIA  ISRAELI  AIRLINES,2026-07-14T01:10:00,2026-07-14T01:10:00,A,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,3.0,,,NOT FINAL,לא סופי,4.0
1604,IZ,2550,ARKIA  ISRAELI  AIRLINES,2026-07-14T01:10:00,2026-07-14T01:10:00,A,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,3.0,,,CANCELED,מבוטלת,4.0
1605,IZ,522,ARKIA  ISRAELI  AIRLINES,2026-07-14T01:10:00,2026-07-14T01:10:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,4.25
1606,LH,691,LUFTHANSA,2026-07-14T01:10:00,2026-07-14T01:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,29-33,A,ON TIME,בזמן,1.75
1607,A3,458,AEGEAN  AIRLINES,2026-07-14T01:50:00,2026-07-14T01:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,1.75
1608,BT,6672,AIR BALTIC,2026-07-14T02:00:00,2026-07-14T02:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,3.5
1609,BZ,271,BLUE BIRD AIRWAYS,2026-07-14T02:00:00,2026-07-14T02:00:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,4.25
1610,BZ,563,BLUE BIRD AIRWAYS,2026-07-14T02:00:00,2026-07-14T02:00:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,2.0
1611,FB,571,BULGARIA  AIR,2026-07-14T02:00:00,2026-07-14T02:00:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,2.0
1612,LY,364,EL AL ISRAEL AIRLINES,2026-07-14T02:00:00,2026-07-14T02:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,3.5
1613,AR,7856,AEROLINEAS ARGENTINAS S.A.,2026-07-14T02:10:00,2026-07-14T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1614,BT,6688,AIR BALTIC,2026-07-14T02:10:00,2026-07-14T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,4.25
1615,IZ,1412,ARKIA  ISRAELI  AIRLINES,2026-07-14T02:10:00,2026-07-14T02:10:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,2.0
1616,LY,344,EL AL ISRAEL AIRLINES,2026-07-14T02:10:00,2026-07-14T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,4.25
1617,LY,384,EL AL ISRAEL AIRLINES,2026-07-14T02:10:00,2026-07-14T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1618,SK,3166,SAS,2026-07-14T02:10:00,2026-07-14T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1619,SK,3190,SAS,2026-07-14T02:10:00,2026-07-14T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,4.25
1620,TP,8897,AIR PORTUGAL,2026-07-14T02:10:00,2026-07-14T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,3.75
1621,IZ,284,ARKIA  ISRAELI  AIRLINES,2026-07-14T02:25:00,2026-07-14T02:25:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,3.75
