id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,avg_flight_hours_estimate
121,LY,548,EL AL ISRAEL AIRLINES,2026-07-12T01:55:00,2026-07-12T02:12:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
122,FB,573,BULGARIA  AIR,2026-07-12T02:00:00,2026-07-12T02:15:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,LANDED,נחתה,2.0
123,A3,528,AEGEAN  AIRLINES,2026-07-12T02:30:00,2026-07-12T02:20:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
124,IZ,276,ARKIA  ISRAELI  AIRLINES,2026-07-12T02:10:00,2026-07-12T02:21:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,LANDED,נחתה,5.0
125,6H,510,ISRAIR AIRLINES,2026-07-12T02:30:00,2026-07-12T02:26:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
126,A3,456,AEGEAN  AIRLINES,2026-07-12T01:50:00,2026-07-12T02:32:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
127,A3,928,AEGEAN  AIRLINES,2026-07-12T02:45:00,2026-07-12T02:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
128,EK,4977,EMIRATES,2026-07-12T02:45:00,2026-07-12T02:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
129,LY,5456,EL AL ISRAEL AIRLINES,2026-07-12T02:35:00,2026-07-12T02:38:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3.0,,,LANDED,נחתה,2.0
130,LY,5248,EL AL ISRAEL AIRLINES,2026-07-12T03:05:00,2026-07-12T02:40:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
131,LY,576,EL AL ISRAEL AIRLINES,2026-07-12T02:50:00,2026-07-12T02:42:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,LANDED,נחתה,2.5
132,RO,9105,TAROM - ROMANIAN AIR TRANSPORT,2026-07-12T02:50:00,2026-07-12T02:42:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,LANDED,נחתה,2.5
133,3E,601,ELECTRA AIRWAYS,2026-07-12T03:10:00,2026-07-12T02:47:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,,,LANDED,נחתה,2.0
134,LIL,9142,FLY LILI,2026-07-12T03:00:00,2026-07-12T02:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,LANDED,נחתה,2.5
135,IZ,1336,ARKIA  ISRAELI  AIRLINES,2026-07-12T02:50:00,2026-07-12T02:52:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
136,LY,558,EL AL ISRAEL AIRLINES,2026-07-12T02:45:00,2026-07-12T02:55:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,,,LANDED,נחתה,2.0
137,6H,570,ISRAIR AIRLINES,2026-07-12T02:30:00,2026-07-12T03:01:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
138,IZ,1216,ARKIA  ISRAELI  AIRLINES,2026-07-12T03:05:00,2026-07-12T03:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,CANCELED,מבוטלת,1.75
139,IZ,294,ARKIA  ISRAELI  AIRLINES,2026-07-12T03:05:00,2026-07-12T03:05:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,CANCELED,מבוטלת,3.0
140,LY,5484,EL AL ISRAEL AIRLINES,2026-07-12T03:10:00,2026-07-12T03:05:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,LANDED,נחתה,2.0
141,AZ,810,ITALIA TRASPORTO AEREO,2026-07-12T03:10:00,2026-07-12T03:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
142,JU,7381,AIR SERBIA,2026-07-12T03:10:00,2026-07-12T03:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
143,IZ,741,ARKIA  ISRAELI  AIRLINES,2026-07-12T01:00:00,2026-07-12T03:35:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,43-46,B,DEPARTED,המריאה,4.5
144,6H,344,ISRAIR AIRLINES,2026-07-12T03:55:00,2026-07-12T03:41:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
145,LY,5118,EL AL ISRAEL AIRLINES,2026-07-12T03:20:00,2026-07-12T03:42:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,LANDED,נחתה,2.75
146,LO,151,LOT POLISH AIRLINES,2026-07-12T03:50:00,2026-07-12T03:53:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,LANDED,נחתה,3.75
147,LY,9256,EL AL ISRAEL AIRLINES,2026-07-12T03:50:00,2026-07-12T03:53:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,,,LANDED,נחתה,3.75
148,AR,7860,AEROLINEAS ARGENTINAS S.A.,2026-07-12T04:15:00,2026-07-12T03:54:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
149,LY,284,EL AL ISRAEL AIRLINES,2026-07-12T04:15:00,2026-07-12T03:54:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
150,SK,3172,SAS,2026-07-12T04:15:00,2026-07-12T03:54:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
151,LO,2111,LOT POLISH AIRLINES,2026-07-12T04:25:00,2026-07-12T04:08:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,,,LANDED,נחתה,3.75
152,LY,9292,EL AL ISRAEL AIRLINES,2026-07-12T04:25:00,2026-07-12T04:08:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,,,LANDED,נחתה,3.75
153,QS,1286,SMARTWINGS,2026-07-12T04:35:00,2026-07-12T04:14:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,LANDED,נחתה,3.75
154,LY,088,EL AL ISRAEL AIRLINES,2026-07-12T05:25:00,2026-07-12T04:20:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
155,TG,4582,THAI AIRWAYS,2026-07-12T05:25:00,2026-07-12T04:20:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
156,OS,1083,AUSTRIAN AIRLINES,2026-07-12T04:55:00,2026-07-12T04:33:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,LANDED,נחתה,3.5
157,LY,086,EL AL ISRAEL AIRLINES,2026-07-12T05:15:00,2026-07-12T04:39:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
158,TG,4587,THAI AIRWAYS,2026-07-12T05:15:00,2026-07-12T04:39:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
159,VN,3297,VIETNAM AIRLINES,2026-07-12T05:15:00,2026-07-12T04:39:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
160,BZ,151,BLUE BIRD AIRWAYS,2026-07-12T05:00:00,2026-07-12T04:48:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
161,BZ,253,BLUE BIRD AIRWAYS,2026-07-12T04:55:00,2026-07-12T04:54:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,LANDED,נחתה,5.0
162,3E,602,ELECTRA AIRWAYS,2026-07-12T04:35:00,2026-07-12T04:54:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,12-14,A,DEPARTED,המריאה,2.0
163,IZ,121,ARKIA  ISRAELI  AIRLINES,2026-07-12T04:25:00,2026-07-12T04:56:00,D,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3.0,G1-G11,G,DEPARTED,המריאה,1.75
164,IZ,051,ARKIA  ISRAELI  AIRLINES,2026-07-12T04:35:00,2026-07-12T05:02:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,G1-G11,G,DEPARTED,המריאה,1.75
165,AC,9915,AIR CANADA,2026-07-12T04:45:00,2026-07-12T05:09:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,7-11,A,DEPARTED,המריאה,3.75
166,AZ,809,ITALIA TRASPORTO AEREO,2026-07-12T04:45:00,2026-07-12T05:09:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,7-11,A,DEPARTED,המריאה,3.75
167,LH,5235,LUFTHANSA,2026-07-12T04:45:00,2026-07-12T05:09:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,7-11,A,DEPARTED,המריאה,3.75
168,LY,311,EL AL ISRAEL AIRLINES,2026-07-12T04:50:00,2026-07-12T05:11:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,78-99,D,DEPARTED,המריאה,5.0
169,BT,771,AIR BALTIC,2026-07-12T05:10:00,2026-07-12T05:14:00,A,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,,,LANDED,נחתה,4.25
170,LY,8072,EL AL ISRAEL AIRLINES,2026-07-12T05:10:00,2026-07-12T05:14:00,A,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,,,LANDED,נחתה,4.25
171,BT,6671,AIR BALTIC,2026-07-12T04:45:00,2026-07-12T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,78-99,D,DEPARTED,המריאה,4.75
172,KL,2471,K.L.M.,2026-07-12T04:45:00,2026-07-12T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,78-99,D,DEPARTED,המריאה,4.75
173,LY,237,EL AL ISRAEL AIRLINES,2026-07-12T04:45:00,2026-07-12T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,78-99,D,DEPARTED,המריאה,4.75
174,SK,3153,SAS,2026-07-12T04:45:00,2026-07-12T05:15:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3.0,78-99,D,DEPARTED,המריאה,4.75
175,FB,574,BULGARIA  AIR,2026-07-12T04:50:00,2026-07-12T05:17:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3.0,212-214,G,DEPARTED,המריאה,2.0
176,6H,727,ISRAIR AIRLINES,2026-07-12T04:35:00,2026-07-12T05:18:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,201-211,G,DEPARTED,המריאה,3.0
177,4L,112,ONE CLICK,2026-07-12T04:55:00,2026-07-12T05:20:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,22-25,A,DEPARTED,המריאה,2.75
178,GQ,720,SKY EXPRESS S.A.,2026-07-12T05:25:00,2026-07-12T05:21:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,LANDED,נחתה,1.75
179,BT,6677,AIR BALTIC,2026-07-12T05:00:00,2026-07-12T05:22:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,78-99,D,DEPARTED,המריאה,3.75
180,LY,2521,EL AL ISRAEL AIRLINES,2026-07-12T05:00:00,2026-07-12T05:22:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,78-99,D,DEPARTED,המריאה,3.75
181,A3,929,AEGEAN  AIRLINES,2026-07-12T05:00:00,2026-07-12T05:24:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,217-226,G,DEPARTED,המריאה,1.75
182,AM,7879,AERO MEXICO,2026-07-12T05:00:00,2026-07-12T05:26:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
183,AR,7853,AEROLINEAS ARGENTINAS S.A.,2026-07-12T05:00:00,2026-07-12T05:26:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
184,IB,7714,IBERIA,2026-07-12T05:00:00,2026-07-12T05:26:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
185,LY,395,EL AL ISRAEL AIRLINES,2026-07-12T05:00:00,2026-07-12T05:26:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
186,LO,152,LOT POLISH AIRLINES,2026-07-12T05:05:00,2026-07-12T05:30:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,26-33,A,DEPARTED,המריאה,3.75
187,LY,9255,EL AL ISRAEL AIRLINES,2026-07-12T05:05:00,2026-07-12T05:30:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,26-33,A,DEPARTED,המריאה,3.75
188,LY,5245,EL AL ISRAEL AIRLINES,2026-07-12T05:15:00,2026-07-12T05:34:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,1.0,312-325,A,DEPARTED,המריאה,1.75
189,LY,5113,EL AL ISRAEL AIRLINES,2026-07-12T05:15:00,2026-07-12T05:40:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,1.0,312-325,A,DEPARTED,המריאה,2.75
190,A3,529,AEGEAN  AIRLINES,2026-07-12T05:20:00,2026-07-12T05:42:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,217-226,G,DEPARTED,המריאה,1.0
191,AF,6172,AIR FRANCE,2026-07-12T05:25:00,2026-07-12T05:44:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
192,LY,321,EL AL ISRAEL AIRLINES,2026-07-12T05:25:00,2026-07-12T05:44:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
193,TP,8902,AIR PORTUGAL,2026-07-12T05:25:00,2026-07-12T05:44:00,D,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
194,A3,457,AEGEAN  AIRLINES,2026-07-12T05:30:00,2026-07-12T05:45:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,217-226,G,DEPARTED,המריאה,1.75
195,EY,609,ETIHAD AIRWAYS,2026-07-12T05:10:00,2026-07-12T05:46:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
196,LY,9610,EL AL ISRAEL AIRLINES,2026-07-12T05:10:00,2026-07-12T05:46:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
197,DL,7451,DELTA AIRLINES,2026-07-12T05:00:00,2026-07-12T05:47:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,DEPARTED,המריאה,11.5
198,LY,117,EL AL ISRAEL AIRLINES,2026-07-12T05:00:00,2026-07-12T05:47:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,DEPARTED,המריאה,11.5
199,LY,292,EL AL ISRAEL AIRLINES,2026-07-12T05:45:00,2026-07-12T05:50:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,LANDED,נחתה,5.0
200,BZ,566,BLUE BIRD AIRWAYS,2026-07-12T07:10:00,2026-07-12T05:51:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,39-55,B,DEPARTED,המריאה,2.0
201,LY,5063,EL AL ISRAEL AIRLINES,2026-07-12T05:30:00,2026-07-12T05:53:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1.0,314-325,A,DEPARTED,המריאה,1.75
202,LY,5107,EL AL ISRAEL AIRLINES,2026-07-12T05:30:00,2026-07-12T05:55:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1.0,312-325,A,DEPARTED,המריאה,2.75
203,LO,2112,LOT POLISH AIRLINES,2026-07-12T05:50:00,2026-07-12T05:57:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,26-33,A,DEPARTED,המריאה,3.75
204,LY,9291,EL AL ISRAEL AIRLINES,2026-07-12T05:50:00,2026-07-12T05:57:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3.0,26-33,A,DEPARTED,המריאה,3.75
205,AF,7067,AIR FRANCE,2026-07-12T05:40:00,2026-07-12T05:58:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
206,AM,7867,AERO MEXICO,2026-07-12T05:40:00,2026-07-12T05:58:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
207,LY,319,EL AL ISRAEL AIRLINES,2026-07-12T05:40:00,2026-07-12T05:58:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,78-99,D,DEPARTED,המריאה,4.5
208,LY,288,EL AL ISRAEL AIRLINES,2026-07-12T05:15:00,2026-07-12T06:01:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
209,SK,3182,SAS,2026-07-12T05:15:00,2026-07-12T06:01:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,LANDED,נחתה,3.75
210,LY,2365,EL AL ISRAEL AIRLINES,2026-07-12T05:35:00,2026-07-12T06:08:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,78-99,D,DEPARTED,המריאה,3.0
211,IB,7712,IBERIA,2026-07-12T05:45:00,2026-07-12T06:11:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
212,LY,393,EL AL ISRAEL AIRLINES,2026-07-12T05:45:00,2026-07-12T06:11:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,78-99,D,DEPARTED,המריאה,5.0
213,6H,567,ISRAIR AIRLINES,2026-07-12T05:25:00,2026-07-12T06:12:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,201-211,G,DEPARTED,המריאה,1.75
214,LY,082,EL AL ISRAEL AIRLINES,2026-07-12T06:45:00,2026-07-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
215,QF,5017,QANTAS AIRWAYS,2026-07-12T06:45:00,2026-07-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
216,QS,1287,SMARTWINGS,2026-07-12T05:35:00,2026-07-12T06:15:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,214-216,G,DEPARTED,המריאה,3.75
217,TG,4583,THAI AIRWAYS,2026-07-12T06:45:00,2026-07-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
218,VN,3299,VIETNAM AIRLINES,2026-07-12T06:45:00,2026-07-12T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,LANDED,נחתה,9.5
219,IZ,2549,ARKIA  ISRAELI  AIRLINES,2026-07-12T04:55:00,2026-07-12T06:17:00,D,VNO,VILNIUS INTL,וילנה,VILNIUS,ליטא,LITHUANIA,3.0,G1-G11,G,DEPARTED,המריאה,4.0
220,LY,353,EL AL ISRAEL AIRLINES,2026-07-12T06:00:00,2026-07-12T06:21:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,78-99,D,DEPARTED,המריאה,4.25
221,SK,3165,SAS,2026-07-12T06:00:00,2026-07-12T06:21:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,78-99,D,DEPARTED,המריאה,4.25
222,AR,7857,AEROLINEAS ARGENTINAS S.A.,2026-07-12T06:05:00,2026-07-12T06:22:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
223,LY,385,EL AL ISRAEL AIRLINES,2026-07-12T06:05:00,2026-07-12T06:22:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
224,SK,3167,SAS,2026-07-12T06:05:00,2026-07-12T06:22:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
225,TP,8898,AIR PORTUGAL,2026-07-12T06:05:00,2026-07-12T06:22:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,78-99,D,DEPARTED,המריאה,3.75
226,OS,084,AUSTRIAN AIRLINES,2026-07-12T06:00:00,2026-07-12T06:24:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,34-38,B,DEPARTED,המריאה,3.5
227,IZ,335,ARKIA  ISRAELI  AIRLINES,2026-07-12T06:00:00,2026-07-12T06:26:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,1.0,332-341,B,DEPARTED,המריאה,3.75
228,A3,526,AEGEAN  AIRLINES,2026-07-12T06:35:00,2026-07-12T06:28:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,LANDED,נחתה,1.0
229,LY,5101,EL AL ISRAEL AIRLINES,2026-07-12T06:00:00,2026-07-12T06:29:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3.0,78-99,D,DEPARTED,המריאה,3.75
230,LY,5457,EL AL ISRAEL AIRLINES,2026-07-12T06:15:00,2026-07-12T06:31:00,D,EFL,KEFALLINIA,קפלוניה,KEFALONIA,יוון,GREECE,3.0,78-99,D,DEPARTED,המריאה,1.75
231,LY,2371,EL AL ISRAEL AIRLINES,2026-07-12T06:20:00,2026-07-12T06:36:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,78-99,D,DEPARTED,המריאה,4.25
232,SK,3157,SAS,2026-07-12T06:20:00,2026-07-12T06:36:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,78-99,D,DEPARTED,המריאה,4.25
233,LY,573,EL AL ISRAEL AIRLINES,2026-07-12T06:20:00,2026-07-12T06:40:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,78-99,D,DEPARTED,המריאה,2.5
234,RO,9102,TAROM - ROMANIAN AIR TRANSPORT,2026-07-12T06:20:00,2026-07-12T06:40:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,78-99,D,DEPARTED,המריאה,2.5
235,6H,894,ISRAIR AIRLINES,2026-07-12T05:15:00,2026-07-12T06:41:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,LANDED,נחתה,2.75
236,6H,883,ISRAIR AIRLINES,2026-07-12T05:35:00,2026-07-12T06:44:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,201-211,G,DEPARTED,המריאה,2.75
237,EY,595,ETIHAD AIRWAYS,2026-07-12T05:50:00,2026-07-12T06:45:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
238,LY,9604,EL AL ISRAEL AIRLINES,2026-07-12T05:50:00,2026-07-12T06:45:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
239,MU,4998,CHINA EASTERN AIRLINES Co. Ltd,2026-07-12T05:50:00,2026-07-12T06:45:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
240,UL,2593,SRILANKA AIRLINES,2026-07-12T05:50:00,2026-07-12T06:45:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,LANDED,נחתה,3.25
241,BT,772,AIR BALTIC,2026-07-12T06:10:00,2026-07-12T06:46:00,D,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,G12-G14,G,DEPARTED,המריאה,4.25
242,LY,8071,EL AL ISRAEL AIRLINES,2026-07-12T06:10:00,2026-07-12T06:46:00,D,RIX,RIGA,ריגה,RIGA,לטביה,LATVIA,3.0,G12-G14,G,DEPARTED,המריאה,4.25
243,6H,501,ISRAIR AIRLINES,2026-07-12T06:05:00,2026-07-12T06:49:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,1.0,305-310,A,DEPARTED,המריאה,1.75
244,GQ,721,SKY EXPRESS S.A.,2026-07-12T08:00:00,2026-07-12T06:53:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,G15-G18,G,DEPARTED,המריאה,1.75
