id,airline_code,flight_num,airline_name,scheduled_dt,actual_dt,departure_ind,destination_airport_code,destination_airport_name,destination_city_heb,destination_city_en,destination_country_heb,destination_country_en,terminal_num,checkin_counter,checkin_zone,flight_status_en,flight_status_heb,flight_duration_minutes,flight_duration_days
2225,BZ,317,BLUE BIRD AIRWAYS,2026-07-14T22:10:00,2026-07-14T22:10:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2226,6H,574,ISRAIR AIRLINES,2026-07-14T22:15:00,2026-07-14T22:15:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2227,LY,081,EL AL ISRAEL AIRLINES,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2228,LY,092,EL AL ISRAEL AIRLINES,2026-07-14T22:20:00,2026-07-14T22:20:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2229,QF,5013,QANTAS AIRWAYS,2026-07-14T22:20:00,2026-07-14T22:20:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2230,QF,5020,QANTAS AIRWAYS,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2231,TG,4584,THAI AIRWAYS,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2232,VN,3298,VIETNAM AIRLINES,2026-07-14T22:20:00,2026-07-14T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2233,BZ,565,BLUE BIRD AIRWAYS,2026-07-14T22:30:00,2026-07-14T22:30:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2234,GQ,720,SKY EXPRESS S.A.,2026-07-14T22:30:00,2026-07-14T22:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2235,BZ,261,BLUE BIRD AIRWAYS,2026-07-14T22:40:00,2026-07-14T22:40:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2236,IZ,224,ARKIA  ISRAELI  AIRLINES,2026-07-14T22:45:00,2026-07-14T22:45:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2237,IZ,274,ARKIA  ISRAELI  AIRLINES,2026-07-14T22:45:00,2026-07-14T22:45:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2238,EK,2168,EMIRATES,2026-07-14T22:50:00,2026-07-14T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,0.0,0.0
2239,FZ,1054,FLYDUBAI,2026-07-14T22:50:00,2026-07-14T22:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,0.0,0.0
2240,IZ,828,ARKIA  ISRAELI  AIRLINES,2026-07-14T22:50:00,2026-07-14T22:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1.0,,,NOT FINAL,לא סופי,0.0,0.0
2241,AF,7074,AIR FRANCE,2026-07-14T22:55:00,2026-07-14T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2242,AM,7890,AERO MEXICO,2026-07-14T22:55:00,2026-07-14T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2243,LY,084,EL AL ISRAEL AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2244,LY,328,EL AL ISRAEL AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2245,LY,546,EL AL ISRAEL AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2246,QF,5019,QANTAS AIRWAYS,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2247,TG,4585,THAI AIRWAYS,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2248,VN,3295,VIETNAM AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2249,6H,518,ISRAIR AIRLINES,2026-07-14T22:55:00,2026-07-14T22:55:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2250,ET,414,ETHIOPIAN AIRLINES,2026-07-14T23:00:00,2026-07-14T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2251,LY,8806,EL AL ISRAEL AIRLINES,2026-07-14T23:00:00,2026-07-14T23:00:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2252,WZ,015,RED WINGS AIRLINES,2026-07-14T23:00:00,2026-07-14T23:00:00,A,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2253,EY,599,ETIHAD AIRWAYS,2026-07-14T23:05:00,2026-07-14T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2254,LY,9611,EL AL ISRAEL AIRLINES,2026-07-14T23:05:00,2026-07-14T23:05:00,A,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2255,LH,690,LUFTHANSA,2026-07-14T23:15:00,2026-07-14T23:15:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2256,LY,9490,EL AL ISRAEL AIRLINES,2026-07-14T23:20:00,2026-07-14T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2257,RO,155,TAROM - ROMANIAN AIR TRANSPORT,2026-07-14T23:20:00,2026-07-14T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2258,IZ,170,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:25:00,2026-07-14T23:25:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2259,GQ,721,SKY EXPRESS S.A.,2026-07-14T23:30:00,2026-07-14T23:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,0.0,0.0
2260,BZ,441,BLUE BIRD AIRWAYS,2026-07-14T23:40:00,2026-07-14T23:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2261,U8,461,TUS AIRWAYS,2026-07-14T23:40:00,2026-07-14T23:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2262,BZ,151,BLUE BIRD AIRWAYS,2026-07-14T23:45:00,2026-07-14T23:45:00,A,BGY,BERGAMO,ברגמו,BERGAMO,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2263,IZ,0412A,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:45:00,2026-07-14T23:45:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2264,BZ,273,BLUE BIRD AIRWAYS,2026-07-14T23:50:00,2026-07-14T23:50:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2265,J2,321,AZERBAIJAN AIRLINES,2026-07-14T23:50:00,2026-07-14T23:50:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2266,LY,5134,EL AL ISRAEL AIRLINES,2026-07-14T23:50:00,2026-07-14T23:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2267,LY,9956,EL AL ISRAEL AIRLINES,2026-07-14T23:50:00,2026-07-14T23:50:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2268,IZ,262,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:55:00,2026-07-14T23:55:00,A,AGP,MALAGA,מלגה,MALAGA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2269,IZ,597,ARKIA  ISRAELI  AIRLINES,2026-07-14T23:55:00,2026-07-14T23:55:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3.0,,,ON TIME,בזמן,0.0,0.0
2270,BZ,755,BLUE BIRD AIRWAYS,2026-07-15T00:00:00,2026-07-15T00:00:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2271,AM,7895,AERO MEXICO,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2272,DL,7426,DELTA AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2273,IZ,912,ARKIA  ISRAELI  AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,A,STN,LONDON -STANSTED,לונדון,STANSTED,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2274,IZ,991,ARKIA  ISRAELI  AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,,,ON TIME,בזמן,0.0,0.0
2275,LY,003,EL AL ISRAEL AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2276,6H,116,ISRAIR AIRLINES,2026-07-15T00:05:00,2026-07-15T00:05:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2277,AR,7851,AEROLINEAS ARGENTINAS S.A.,2026-07-15T00:15:00,2026-07-15T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2278,DL,7437,DELTA AIRLINES,2026-07-15T00:15:00,2026-07-15T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2279,LY,017,EL AL ISRAEL AIRLINES,2026-07-15T00:15:00,2026-07-15T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2280,LY,5138,EL AL ISRAEL AIRLINES,2026-07-15T00:15:00,2026-07-15T00:15:00,A,PFO,PAPHOS,פאפוס,PAPHOS,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2281,WZ,016,RED WINGS AIRLINES,2026-07-15T00:15:00,2026-07-15T00:15:00,D,ZIA,MOSCOW-ZHUKOVSKY INTL AIRPOTR,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3.0,,,ON TIME,בזמן,0.0,0.0
2282,LY,9491,EL AL ISRAEL AIRLINES,2026-07-15T00:20:00,2026-07-15T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,ON TIME,בזמן,0.0,0.0
2283,RO,156,TAROM - ROMANIAN AIR TRANSPORT,2026-07-15T00:20:00,2026-07-15T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,ON TIME,בזמן,0.0,0.0
2284,BZ,251,BLUE BIRD AIRWAYS,2026-07-15T00:25:00,2026-07-15T00:25:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2285,DL,7443,DELTA AIRLINES,2026-07-15T00:30:00,2026-07-15T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2286,LY,027,EL AL ISRAEL AIRLINES,2026-07-15T00:30:00,2026-07-15T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2287,IZ,418,ARKIA  ISRAELI  AIRLINES,2026-07-15T00:35:00,2026-07-15T00:35:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2288,LY,282,EL AL ISRAEL AIRLINES,2026-07-15T00:40:00,2026-07-15T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2289,LY,352,EL AL ISRAEL AIRLINES,2026-07-15T00:45:00,2026-07-15T00:45:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2290,LY,356,EL AL ISRAEL AIRLINES,2026-07-15T00:45:00,2026-07-15T00:45:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2291,IZ,052,ARKIA  ISRAELI  AIRLINES,2026-07-15T00:50:00,2026-07-15T00:50:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2292,J2,322,AZERBAIJAN AIRLINES,2026-07-15T00:50:00,2026-07-15T00:50:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,ON TIME,בזמן,0.0,0.0
2293,LY,544,EL AL ISRAEL AIRLINES,2026-07-15T00:50:00,2026-07-15T00:50:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2294,LY,572,EL AL ISRAEL AIRLINES,2026-07-15T00:50:00,2026-07-15T00:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2295,LY,9955,EL AL ISRAEL AIRLINES,2026-07-15T00:50:00,2026-07-15T00:50:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3.0,,,ON TIME,בזמן,0.0,0.0
2296,RO,9101,TAROM - ROMANIAN AIR TRANSPORT,2026-07-15T00:50:00,2026-07-15T00:50:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2297,EY,600,ETIHAD AIRWAYS,2026-07-15T00:55:00,2026-07-15T00:55:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,0.0,0.0
2298,LY,083,EL AL ISRAEL AIRLINES,2026-07-15T00:55:00,2026-07-15T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2299,LY,9612,EL AL ISRAEL AIRLINES,2026-07-15T00:55:00,2026-07-15T00:55:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3.0,,,ON TIME,בזמן,0.0,0.0
2300,QF,5018,QANTAS AIRWAYS,2026-07-15T00:55:00,2026-07-15T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2301,TG,4586,THAI AIRWAYS,2026-07-15T00:55:00,2026-07-15T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2302,VN,3294,VIETNAM AIRLINES,2026-07-15T00:55:00,2026-07-15T00:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2303,AM,7869,AERO MEXICO,2026-07-15T01:00:00,2026-07-15T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2304,DL,7424,DELTA AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2305,DL,7441,DELTA AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2306,ET,405,ETHIOPIAN AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,ON TIME,בזמן,0.0,0.0
2307,LY,001,EL AL ISRAEL AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2308,LY,025,EL AL ISRAEL AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2309,LY,8807,EL AL ISRAEL AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3.0,,,ON TIME,בזמן,0.0,0.0
2310,6H,394,ISRAIR AIRLINES,2026-07-15T01:00:00,2026-07-15T01:00:00,A,BSL,BASEL,באזל,BASEL,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2311,AM,7875,AERO MEXICO,2026-07-15T01:05:00,2026-07-15T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2312,DL,7428,DELTA AIRLINES,2026-07-15T01:05:00,2026-07-15T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2313,DL,7435,DELTA AIRLINES,2026-07-15T01:05:00,2026-07-15T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2314,LY,005,EL AL ISRAEL AIRLINES,2026-07-15T01:05:00,2026-07-15T01:05:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2315,LY,015,EL AL ISRAEL AIRLINES,2026-07-15T01:05:00,2026-07-15T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3.0,78-99,D,ON TIME,בזמן,0.0,0.0
2316,LH,691,LUFTHANSA,2026-07-15T01:10:00,2026-07-15T01:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,ON TIME,בזמן,0.0,0.0
2317,A3,528,AEGEAN  AIRLINES,2026-07-15T01:35:00,2026-07-15T01:35:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2318,IZ,216,ARKIA  ISRAELI  AIRLINES,2026-07-15T01:55:00,2026-07-15T01:55:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2319,IZ,428,ARKIA  ISRAELI  AIRLINES,2026-07-15T01:55:00,2026-07-15T01:55:00,A,TAT,TATRY,טטרי,TATRY,סלובקיה,SLOVAKIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2320,LY,342,EL AL ISRAEL AIRLINES,2026-07-15T01:55:00,2026-07-15T01:55:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2321,BT,6672,AIR BALTIC,2026-07-15T02:00:00,2026-07-15T02:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2322,LY,364,EL AL ISRAEL AIRLINES,2026-07-15T02:00:00,2026-07-15T02:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2323,6H,752,ISRAIR AIRLINES,2026-07-15T02:00:00,2026-07-15T02:00:00,A,LJU,LJUBLJANA,לובליאנה,LJUBLJANA,סלובניה,SLOVENIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2324,6H,806,ISRAIR AIRLINES,2026-07-15T02:00:00,2026-07-15T02:00:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2325,6H,352,ISRAIR AIRLINES,2026-07-15T02:05:00,2026-07-15T02:05:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2326,6H,562,ISRAIR AIRLINES,2026-07-15T02:05:00,2026-07-15T02:05:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2327,AR,7856,AEROLINEAS ARGENTINAS S.A.,2026-07-15T02:10:00,2026-07-15T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2328,BT,6688,AIR BALTIC,2026-07-15T02:10:00,2026-07-15T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2329,LY,344,EL AL ISRAEL AIRLINES,2026-07-15T02:10:00,2026-07-15T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2330,LY,384,EL AL ISRAEL AIRLINES,2026-07-15T02:10:00,2026-07-15T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2331,SK,3166,SAS,2026-07-15T02:10:00,2026-07-15T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2332,SK,3190,SAS,2026-07-15T02:10:00,2026-07-15T02:10:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2333,TP,8897,AIR PORTUGAL,2026-07-15T02:10:00,2026-07-15T02:10:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2334,LY,290,EL AL ISRAEL AIRLINES,2026-07-15T02:25:00,2026-07-15T02:25:00,A,VCE,VENICE,ונציה,VENICE,איטליה,ITALY,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2335,LY,372,EL AL ISRAEL AIRLINES,2026-07-15T02:25:00,2026-07-15T02:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2336,TP,8915,AIR PORTUGAL,2026-07-15T02:25:00,2026-07-15T02:25:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3.0,,,NOT FINAL,לא סופי,0.0,0.0
2337,LY,5404,EL AL ISRAEL AIRLINES,2026-07-15T02:30:00,2026-07-15T02:30:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3.0,,,NOT FINAL,לא סופי,0.0,0.0
